Type,Arrival Date,Main Cabin Seats,Flight Number,Destination Code,Origin Airport,Miner Points,Origin Code,Business Class Price,Main Cabin Price,Departing Time,Duration,Surcharge,Origin Airport Lounge,Distance,Time Zone Difference,Arrival Time,Departing Date,Origin Airport State,Origin Airport Country,Origin Airport Fee,Destination Airport City,Food Served,Destination Airport State,Destination Airport Country,Destination Airport Fee,Destination Airport Lounge,Route Cost,Total Seats,ID,First Class Seats,Destination Airport,Business Class Seats,Origin Airport City,First Class Price
Domestic,3/29/2023,85,232596,LAX,Orlando International Airport,3854,ORL,555,358,8:25 AM,281,0,TRUE,1927,-3,10:06 AM,3/29/2023,Florida,United States,5,Los Angeles,FALSE,California,United States,4,TRUE,70024,143,596,8,Los Angeles International Airport,50,Orlando,2557
Domestic,3/29/2023,91,235599,ORL,Los Angeles International Airport,3854,LAX,806,146,8:25 AM,281,0,TRUE,1927,3,4:06 PM,3/29/2023,California,United States,4,Orlando,FALSE,Florida,United States,5,TRUE,71901,166,599,15,Orlando International Airport,60,Los Angeles,1300
Domestic,3/29/2023,90,238602,LAX,Logan International Airport,4538,BOS,1009,174,8:25 AM,326,0,TRUE,2269,-3,10:51 AM,3/29/2023,Massachusetts,United States,3,Los Angeles,TRUE,California,United States,4,TRUE,51587,150,602,8,Los Angeles International Airport,52,Boston,1394
Domestic,3/29/2023,98,232605,BOS,Los Angeles International Airport,4538,LAX,623,232,8:25 AM,326,0,TRUE,2269,3,4:51 PM,3/29/2023,California,United States,4,Boston,TRUE,Massachusetts,United States,3,TRUE,51892,153,605,9,Boston Logan International Airport,46,Los Angeles,1874
International,3/29/2023,94,235608,CUN,El Paso International Airport,3687,ELP,5442,725,8:25 AM,190,4,FALSE,1229,2,1:35 PM,3/29/2023,Texas,United States,3.5,Cancun,TRUE,Quintana Roo,Mexico,4,TRUE,76340,167,608,9,Cancun International Airport,64,El Paso,6517
International,3/29/2023,102,238611,ELP,Cancun International Airport,3687,CUN,2835,1054,8:25 AM,190,4,TRUE,1229,-2,9:35 AM,3/29/2023,Quintana Roo,Mexico,4,El Paso,TRUE,Texas,United States,3.5,FALSE,71648,164,611,10,El Paso International Airport,52,Cancun,7890
International,3/29/2023,97,232614,YYZ,El Paso International Airport,4347,ELP,5227,1256,8:25 AM,219,4,FALSE,1449,2,2:04 PM,3/29/2023,Texas,United States,3.5,Toronto,TRUE,Ontario,Canada,4,TRUE,57452,166,614,11,Toronto Pearson International Airport,58,El Paso,10690
International,3/29/2023,91,235617,ELP,Toronto Pearson International Airport,4347,YYZ,5017,1120,8:25 AM,219,4,TRUE,1449,-2,10:04 AM,3/29/2023,Ontario,Canada,4,El Paso,TRUE,Texas,United States,3.5,FALSE,64960,152,617,9,El Paso International Airport,52,Toronto,7902
International,3/30/2023,104,238620,CDG,El Paso International Airport,13986,ELP,4229,1070,8:25 AM,639,12,FALSE,4662,8,3:04 AM,3/29/2023,Texas,United States,3.5,Paris,TRUE,Ill de France,France,5,TRUE,67763,159,620,15,Paris Charles de Gaulle Airport,40,El Paso,8007
International,3/29/2023,89,232623,ELP,Paris Charles de Gaulle Airport,13986,CDG,3098,1347,8:25 AM,639,12,TRUE,4662,-8,11:04 AM,3/29/2023,Ill de France,France,5,El Paso,TRUE,Texas,United States,3.5,FALSE,54532,143,623,13,El Paso International Airport,41,Paris,7036
International,3/30/2023,89,235626,HND,El Paso International Airport,15966,ELP,4230,925,8:25 AM,725,14,FALSE,5322,16,12:30 PM,3/29/2023,Texas,United States,3.5,Tokyo,TRUE,Honshu,Japan,6,TRUE,75881,144,626,15,Tokyo Haneda Airport,40,El Paso,11236
International,3/29/2023,96,238629,ELP,Tokyo Haneda Airport,15966,HND,5004,1147,8:25 AM,725,14,TRUE,5322,-16,4:30 AM,3/29/2023,Honshu,Japan,6,El Paso,TRUE,Texas,United States,3.5,FALSE,51367,158,629,15,El Paso International Airport,47,Tokyo,8408
Domestic,3/30/2023,104,232632,DFW,El Paso International Airport,1102,ELP,943,373,8:25 AM,94,0,FALSE,551,1,10:59 AM,3/30/2023,Texas,United States,3.5,Dallas,FALSE,Texas,United States,3,TRUE,11686,177,632,12,Dallas/Ft. Worth International Airport,61,El Paso,2493
Domestic,3/30/2023,100,235635,ELP,Dallas/Ft. Worth International Airport,1102,DFW,1140,263,8:25 AM,94,0,TRUE,551,-1,8:59 AM,3/30/2023,Texas,United States,3,El Paso,FALSE,Texas,United States,3.5,FALSE,19082,169,635,13,El Paso International Airport,56,Dallas,2863
Domestic,3/30/2023,92,238638,LAX,El Paso International Airport,1428,ELP,1078,500,8:25 AM,113,0,FALSE,714,-1,9:18 AM,3/30/2023,Texas,United States,3.5,Los Angeles,FALSE,California,United States,4,TRUE,14000,149,638,11,Los Angeles International Airport,46,El Paso,2302
Domestic,3/30/2023,102,232641,ELP,Los Angeles International Airport,1428,LAX,764,332,8:25 AM,113,0,TRUE,714,1,11:18 AM,3/30/2023,California,United States,4,El Paso,FALSE,Texas,United States,3.5,FALSE,10513,155,641,8,El Paso International Airport,45,Los Angeles,1202
Domestic,3/30/2023,104,235644,ORD,El Paso International Airport,2470,ELP,717,246,8:25 AM,176,0,FALSE,1235,1,12:21 PM,3/30/2023,Texas,United States,3.5,Chicago,FALSE,Illinois,United States,4.5,TRUE,10706,174,644,9,Chicago International Airport,61,El Paso,2774
Domestic,3/30/2023,86,238647,ELP,Chicago International Airport,2470,ORD,982,487,8:25 AM,176,0,TRUE,1235,-1,10:21 AM,3/30/2023,Illinois,United States,4.5,El Paso,FALSE,Texas,United States,3.5,FALSE,19778,154,647,8,El Paso International Airport,60,Chicago,1711
Domestic,3/30/2023,98,232650,ATL,El Paso International Airport,2560,ELP,880,453,8:25 AM,181,0,FALSE,1280,2,1:26 PM,3/30/2023,Texas,United States,3.5,Atlanta,FALSE,Georgia,United States,4.5,TRUE,11291,173,650,11,Hartsfield-Jackson Atlanta International Airport,64,El Paso,1382
Domestic,3/30/2023,93,235653,ELP,Hartsfield-Jackson Atlanta International Airport,2560,ATL,937,385,8:25 AM,181,0,TRUE,1280,-2,9:26 AM,3/30/2023,Georgia,United States,4.5,El Paso,FALSE,Texas,United States,3.5,FALSE,10990,165,653,11,El Paso International Airport,61,Atlanta,2786
Domestic,3/30/2023,87,238656,JFK,El Paso International Airport,3806,ELP,898,411,8:25 AM,256,0,FALSE,1903,2,2:41 PM,3/30/2023,Texas,United States,3.5,New York,FALSE,New York,United States,6,TRUE,16215,155,656,11,John F. Kennedy International Airport,57,El Paso,3412
Domestic,3/30/2023,94,232659,ELP,John F. Kennedy International Airport,3806,JFK,748,150,8:25 AM,256,0,TRUE,1903,-2,10:41 AM,3/30/2023,New York,United States,6,El Paso,FALSE,Texas,United States,3.5,FALSE,12213,158,659,15,El Paso International Airport,49,New York,3282
Domestic,3/30/2023,91,235662,BOS,El Paso International Airport,4128,ELP,1189,463,8:25 AM,275,0,FALSE,2064,2,3:00 PM,3/30/2023,Texas,United States,3.5,Boston,FALSE,Massachusetts,United States,3,TRUE,11994,149,662,8,Boston Logan International Airport,50,El Paso,1434
Domestic,3/30/2023,92,238665,ELP,Logan International Airport,4128,BOS,1167,143,8:25 AM,275,0,TRUE,2064,2,3:00 PM,3/30/2023,Massachusetts,United States,3,El Paso,FALSE,Texas,United States,3.5,FALSE,15119,157,665,10,El Paso International Airport,55,Boston,2679
Domestic,3/30/2023,98,232668,LAS,El Paso International Airport,1164,ELP,1014,489,8:25 AM,97,0,FALSE,582,-1,9:02 AM,3/30/2023,Texas,United States,3.5,Las Vegas,FALSE,Nevada,United States,3.5,TRUE,17071,156,668,9,Harry Reid International Airport,49,El Paso,2007
Domestic,3/30/2023,97,235671,ELP,Harry Reid International Airport,1164,LAS,795,527,8:25 AM,97,0,TRUE,582,1,11:02 AM,3/30/2023,Nevada,United States,3.5,El Paso,FALSE,Texas,United States,3.5,FALSE,16242,160,671,8,El Paso International Airport,55,Las Vegas,3137
International,3/31/2023,86,238674,LHR,El Paso International Airport,15444,ELP,5569,1075,8:25 AM,645,13,FALSE,5148,7,2:10 AM,3/30/2023,Texas,United States,3.5,London,TRUE,United Kingdom,England,5,TRUE,66329,148,674,14,Heathrow Airport,48,El Paso,5646
International,3/30/2023,100,232677,ELP,Heathrow Airport,15444,LHR,5095,1279,8:25 AM,645,13,FALSE,5148,-7,12:10 PM,3/30/2023,United Kingdom,England,5,El Paso,TRUE,Texas,United States,3.5,FALSE,72726,169,677,13,El Paso International Airport,56,London,6105
International,3/30/2023,87,235680,MEX,Abraham Gonzalez International Airport,2871,CJS,3993,1372,8:25 AM,142,3,FALSE,957,1,11:47 AM,3/30/2023,Chihuahua,Mexico,2.5,Ciudad de Mexico,TRUE,Distrito Federal,Mexico,4.5,FALSE,71871,141,680,14,Aeropuerto Internacional Benito Juarez,40,Juarez,9497
International,3/30/2023,101,238683,CJS,Aeropuerto Internacional Benito Juarez,2871,MEX,3467,1258,8:25 AM,142,3,FALSE,957,-1,9:47 AM,3/30/2023,Distrito Federal,Mexico,4.5,Juarez,TRUE,Chihuahua,Mexico,2.5,FALSE,56292,174,683,14,Abraham Gonzalez International Airport,59,Ciudad de Mexico,6460
Domestic,3/30/2023,99,232686,LAX,Orlando International Airport,3854,ORL,1049,147,8:25 AM,281,0,TRUE,1927,-3,10:06 AM,3/30/2023,Florida,United States,5,Los Angeles,FALSE,California,United States,4,TRUE,70024,163,686,12,Los Angeles International Airport,52,Orlando,1440
Domestic,3/30/2023,86,235689,ORL,Los Angeles International Airport,3854,LAX,630,134,8:25 AM,281,0,TRUE,1927,3,4:06 PM,3/30/2023,California,United States,4,Orlando,FALSE,Florida,United States,5,TRUE,71901,149,689,8,Orlando International Airport,55,Los Angeles,1291
Domestic,3/30/2023,95,238692,LAX,Logan International Airport,4538,BOS,612,339,8:25 AM,326,0,TRUE,2269,-3,10:51 AM,3/30/2023,Massachusetts,United States,3,Los Angeles,TRUE,California,United States,4,TRUE,51587,143,692,8,Los Angeles International Airport,40,Boston,1673
Domestic,3/30/2023,95,232695,BOS,Los Angeles International Airport,4538,LAX,1173,400,8:25 AM,326,0,TRUE,2269,3,4:51 PM,3/30/2023,California,United States,4,Boston,TRUE,Massachusetts,United States,3,TRUE,51892,160,695,15,Boston Logan International Airport,50,Los Angeles,1348
International,3/30/2023,91,235698,CUN,El Paso International Airport,3687,ELP,4153,877,8:25 AM,190,4,FALSE,1229,2,1:35 PM,3/30/2023,Texas,United States,3.5,Cancun,TRUE,Quintana Roo,Mexico,4,TRUE,76340,166,698,14,Cancun International Airport,61,El Paso,12080
International,3/30/2023,94,238701,ELP,Cancun International Airport,3687,CUN,3071,986,8:25 AM,190,4,TRUE,1229,-2,9:35 AM,3/30/2023,Quintana Roo,Mexico,4,El Paso,TRUE,Texas,United States,3.5,FALSE,71648,166,701,14,El Paso International Airport,58,Cancun,10747
International,3/30/2023,102,232704,YYZ,El Paso International Airport,4347,ELP,3924,1022,8:25 AM,219,4,FALSE,1449,2,2:04 PM,3/30/2023,Texas,United States,3.5,Toronto,TRUE,Ontario,Canada,4,TRUE,57452,168,704,9,Toronto Pearson International Airport,57,El Paso,7807
International,3/30/2023,92,235707,ELP,Toronto Pearson International Airport,4347,YYZ,5402,796,8:25 AM,219,4,TRUE,1449,-2,10:04 AM,3/30/2023,Ontario,Canada,4,El Paso,TRUE,Texas,United States,3.5,FALSE,64960,168,707,14,El Paso International Airport,62,Toronto,8494
International,3/31/2023,90,238710,CDG,El Paso International Airport,13986,ELP,5054,846,8:25 AM,639,12,FALSE,4662,8,3:04 AM,3/30/2023,Texas,United States,3.5,Paris,TRUE,Ill de France,France,5,TRUE,67763,140,710,10,Paris Charles de Gaulle Airport,40,El Paso,7194
International,3/30/2023,90,232713,ELP,Paris Charles de Gaulle Airport,13986,CDG,4978,1162,8:25 AM,639,12,TRUE,4662,-8,11:04 AM,3/30/2023,Ill de France,France,5,El Paso,TRUE,Texas,United States,3.5,FALSE,54532,145,713,10,El Paso International Airport,45,Paris,6155
International,3/31/2023,99,235716,HND,El Paso International Airport,15966,ELP,5499,854,8:25 AM,725,14,FALSE,5322,16,12:30 PM,3/30/2023,Texas,United States,3.5,Tokyo,TRUE,Honshu,Japan,6,TRUE,75881,154,716,13,Tokyo Haneda Airport,42,El Paso,11351
International,3/30/2023,92,238719,ELP,Tokyo Haneda Airport,15966,HND,4958,777,8:25 AM,725,14,TRUE,5322,-16,4:30 AM,3/30/2023,Honshu,Japan,6,El Paso,TRUE,Texas,United States,3.5,FALSE,51367,166,719,10,El Paso International Airport,64,Tokyo,11779
Domestic,3/31/2023,97,232722,DFW,El Paso International Airport,1102,ELP,634,270,8:25 AM,94,0,FALSE,551,1,10:59 AM,3/31/2023,Texas,United States,3.5,Dallas,FALSE,Texas,United States,3,TRUE,11686,165,722,11,Dallas/Ft. Worth International Airport,57,El Paso,2679
Domestic,3/31/2023,91,235725,ELP,Dallas/Ft. Worth International Airport,1102,DFW,745,378,8:25 AM,94,0,TRUE,551,-1,8:59 AM,3/31/2023,Texas,United States,3,El Paso,FALSE,Texas,United States,3.5,FALSE,19082,151,725,14,El Paso International Airport,46,Dallas,2586
Domestic,3/31/2023,88,238728,LAX,El Paso International Airport,1428,ELP,640,440,8:25 AM,113,0,FALSE,714,-1,9:18 AM,3/31/2023,Texas,United States,3.5,Los Angeles,FALSE,California,United States,4,TRUE,14000,159,728,10,Los Angeles International Airport,61,El Paso,1588
Domestic,3/31/2023,85,232731,ELP,Los Angeles International Airport,1428,LAX,1112,339,8:25 AM,113,0,TRUE,714,1,11:18 AM,3/31/2023,California,United States,4,El Paso,FALSE,Texas,United States,3.5,FALSE,10513,140,731,8,El Paso International Airport,47,Los Angeles,1457
Domestic,3/31/2023,98,235734,ORD,El Paso International Airport,2470,ELP,611,366,8:25 AM,176,0,FALSE,1235,1,12:21 PM,3/31/2023,Texas,United States,3.5,Chicago,FALSE,Illinois,United States,4.5,TRUE,10706,160,734,8,Chicago International Airport,54,El Paso,2962
Domestic,3/31/2023,95,238737,ELP,Chicago International Airport,2470,ORD,598,504,8:25 AM,176,0,TRUE,1235,-1,10:21 AM,3/31/2023,Illinois,United States,4.5,El Paso,FALSE,Texas,United States,3.5,FALSE,19778,151,737,10,El Paso International Airport,46,Chicago,1565
Domestic,3/31/2023,97,232740,ATL,El Paso International Airport,2560,ELP,699,511,8:25 AM,181,0,FALSE,1280,2,1:26 PM,3/31/2023,Texas,United States,3.5,Atlanta,FALSE,Georgia,United States,4.5,TRUE,11291,154,740,10,Hartsfield-Jackson Atlanta International Airport,47,El Paso,1748
Domestic,3/31/2023,91,235743,ELP,Hartsfield-Jackson Atlanta International Airport,2560,ATL,1066,514,8:25 AM,181,0,TRUE,1280,-2,9:26 AM,3/31/2023,Georgia,United States,4.5,El Paso,FALSE,Texas,United States,3.5,FALSE,10990,141,743,8,El Paso International Airport,42,Atlanta,1930
Domestic,3/31/2023,99,238746,JFK,El Paso International Airport,3806,ELP,1175,415,8:25 AM,256,0,FALSE,1903,2,2:41 PM,3/31/2023,Texas,United States,3.5,New York,FALSE,New York,United States,6,TRUE,16215,150,746,10,John F. Kennedy International Airport,41,El Paso,2174
Domestic,3/31/2023,103,232749,ELP,John F. Kennedy International Airport,3806,JFK,874,235,8:25 AM,256,0,TRUE,1903,-2,10:41 AM,3/31/2023,New York,United States,6,El Paso,FALSE,Texas,United States,3.5,FALSE,12213,164,749,12,El Paso International Airport,49,New York,1777
Domestic,3/31/2023,86,235752,BOS,El Paso International Airport,4128,ELP,961,188,8:25 AM,275,0,FALSE,2064,2,3:00 PM,3/31/2023,Texas,United States,3.5,Boston,FALSE,Massachusetts,United States,3,TRUE,11994,158,752,8,Boston Logan International Airport,64,El Paso,2098
Domestic,3/31/2023,88,238755,ELP,Logan International Airport,4128,BOS,945,153,8:25 AM,275,0,TRUE,2064,2,3:00 PM,3/31/2023,Massachusetts,United States,3,El Paso,FALSE,Texas,United States,3.5,FALSE,15119,143,755,14,El Paso International Airport,41,Boston,3071
Domestic,3/31/2023,101,232758,LAS,El Paso International Airport,1164,ELP,1051,335,8:25 AM,97,0,FALSE,582,-1,9:02 AM,3/31/2023,Texas,United States,3.5,Las Vegas,FALSE,Nevada,United States,3.5,TRUE,17071,152,758,11,Harry Reid International Airport,40,El Paso,1566
Domestic,3/31/2023,97,235761,ELP,Harry Reid International Airport,1164,LAS,777,466,8:25 AM,97,0,TRUE,582,1,11:02 AM,3/31/2023,Nevada,United States,3.5,El Paso,FALSE,Texas,United States,3.5,FALSE,16242,168,761,13,El Paso International Airport,58,Las Vegas,1330
International,4/1/2023,103,238764,LHR,El Paso International Airport,15444,ELP,4783,812,8:25 AM,645,13,FALSE,5148,7,2:10 AM,3/31/2023,Texas,United States,3.5,London,TRUE,United Kingdom,England,5,TRUE,66329,177,764,10,Heathrow Airport,64,El Paso,8142
International,3/31/2023,98,232767,ELP,Heathrow Airport,15444,LHR,5312,925,8:25 AM,645,13,FALSE,5148,-7,12:10 PM,3/31/2023,United Kingdom,England,5,El Paso,TRUE,Texas,United States,3.5,FALSE,72726,164,767,15,El Paso International Airport,51,London,5158
International,3/31/2023,92,235770,MEX,Abraham Gonzalez International Airport,2871,CJS,3001,1324,8:25 AM,142,3,FALSE,957,1,11:47 AM,3/31/2023,Chihuahua,Mexico,2.5,Ciudad de Mexico,TRUE,Distrito Federal,Mexico,4.5,FALSE,71871,148,770,10,Aeropuerto Internacional Benito Juarez,46,Juarez,9240
International,3/31/2023,104,238773,CJS,Aeropuerto Internacional Benito Juarez,2871,MEX,4654,1293,8:25 AM,142,3,FALSE,957,-1,9:47 AM,3/31/2023,Distrito Federal,Mexico,4.5,Juarez,TRUE,Chihuahua,Mexico,2.5,FALSE,56292,171,773,14,Abraham Gonzalez International Airport,53,Ciudad de Mexico,10866
Domestic,3/31/2023,89,232776,LAX,Orlando International Airport,3854,ORL,707,160,8:25 AM,281,0,TRUE,1927,-3,10:06 AM,3/31/2023,Florida,United States,5,Los Angeles,FALSE,California,United States,4,TRUE,70024,160,776,9,Los Angeles International Airport,62,Orlando,2713
Domestic,3/31/2023,98,235779,ORL,Los Angeles International Airport,3854,LAX,741,123,8:25 AM,281,0,TRUE,1927,3,4:06 PM,3/31/2023,California,United States,4,Orlando,FALSE,Florida,United States,5,TRUE,71901,153,779,15,Orlando International Airport,40,Los Angeles,2468
Domestic,3/31/2023,103,238782,LAX,Logan International Airport,4538,BOS,749,369,8:25 AM,326,0,TRUE,2269,-3,10:51 AM,3/31/2023,Massachusetts,United States,3,Los Angeles,TRUE,California,United States,4,TRUE,51587,166,782,8,Los Angeles International Airport,55,Boston,3421
Domestic,3/31/2023,96,232785,BOS,Los Angeles International Airport,4538,LAX,1087,302,8:25 AM,326,0,TRUE,2269,3,4:51 PM,3/31/2023,California,United States,4,Boston,TRUE,Massachusetts,United States,3,TRUE,51892,163,785,14,Boston Logan International Airport,53,Los Angeles,2892
International,3/31/2023,86,235788,CUN,El Paso International Airport,3687,ELP,5640,753,8:25 AM,190,4,FALSE,1229,2,1:35 PM,3/31/2023,Texas,United States,3.5,Cancun,TRUE,Quintana Roo,Mexico,4,TRUE,76340,154,788,12,Cancun International Airport,56,El Paso,4639
International,3/31/2023,85,238791,ELP,Cancun International Airport,3687,CUN,4601,751,8:25 AM,190,4,TRUE,1229,-2,9:35 AM,3/31/2023,Quintana Roo,Mexico,4,El Paso,TRUE,Texas,United States,3.5,FALSE,71648,138,791,9,El Paso International Airport,44,Cancun,12226
International,3/31/2023,87,232794,YYZ,El Paso International Airport,4347,ELP,4829,1099,8:25 AM,219,4,FALSE,1449,2,2:04 PM,3/31/2023,Texas,United States,3.5,Toronto,TRUE,Ontario,Canada,4,TRUE,57452,140,794,8,Toronto Pearson International Airport,45,El Paso,7923
International,3/31/2023,104,235797,ELP,Toronto Pearson International Airport,4347,YYZ,3649,1119,8:25 AM,219,4,TRUE,1449,-2,10:04 AM,3/31/2023,Ontario,Canada,4,El Paso,TRUE,Texas,United States,3.5,FALSE,64960,182,797,14,El Paso International Airport,64,Toronto,7283
International,4/1/2023,104,238800,CDG,El Paso International Airport,13986,ELP,4938,863,8:25 AM,639,12,FALSE,4662,8,3:04 AM,3/31/2023,Texas,United States,3.5,Paris,TRUE,Ill de France,France,5,TRUE,67763,172,800,9,Paris Charles de Gaulle Airport,59,El Paso,12427
International,3/31/2023,89,232803,ELP,Paris Charles de Gaulle Airport,13986,CDG,5351,900,8:25 AM,639,12,TRUE,4662,-8,11:04 AM,3/31/2023,Ill de France,France,5,El Paso,TRUE,Texas,United States,3.5,FALSE,54532,154,803,12,El Paso International Airport,53,Paris,9007
International,4/1/2023,94,235806,HND,El Paso International Airport,15966,ELP,4236,890,8:25 AM,725,14,FALSE,5322,16,12:30 PM,3/31/2023,Texas,United States,3.5,Tokyo,TRUE,Honshu,Japan,6,TRUE,75881,152,806,13,Tokyo Haneda Airport,45,El Paso,12035
International,3/31/2023,90,238809,ELP,Tokyo Haneda Airport,15966,HND,4651,1257,8:25 AM,725,14,TRUE,5322,-16,4:30 AM,3/31/2023,Honshu,Japan,6,El Paso,TRUE,Texas,United States,3.5,FALSE,51367,149,809,11,El Paso International Airport,48,Tokyo,4058
Domestic,4/1/2023,86,232812,DFW,El Paso International Airport,1102,ELP,1190,479,8:25 AM,94,0,FALSE,551,1,10:59 AM,4/1/2023,Texas,United States,3.5,Dallas,FALSE,Texas,United States,3,TRUE,11686,153,812,13,Dallas/Ft. Worth International Airport,54,El Paso,3108
Domestic,4/1/2023,102,235815,ELP,Dallas/Ft. Worth International Airport,1102,DFW,835,534,8:25 AM,94,0,TRUE,551,-1,8:59 AM,4/1/2023,Texas,United States,3,El Paso,FALSE,Texas,United States,3.5,FALSE,19082,154,815,8,El Paso International Airport,44,Dallas,2390
Domestic,4/1/2023,97,238818,LAX,El Paso International Airport,1428,ELP,655,185,8:25 AM,113,0,FALSE,714,-1,9:18 AM,4/1/2023,Texas,United States,3.5,Los Angeles,FALSE,California,United States,4,TRUE,14000,154,818,8,Los Angeles International Airport,49,El Paso,2943
Domestic,4/1/2023,102,232821,ELP,Los Angeles International Airport,1428,LAX,1055,524,8:25 AM,113,0,TRUE,714,1,11:18 AM,4/1/2023,California,United States,4,El Paso,FALSE,Texas,United States,3.5,FALSE,10513,175,821,10,El Paso International Airport,63,Los Angeles,2203
Domestic,4/1/2023,99,235824,ORD,El Paso International Airport,2470,ELP,690,170,8:25 AM,176,0,FALSE,1235,1,12:21 PM,4/1/2023,Texas,United States,3.5,Chicago,FALSE,Illinois,United States,4.5,TRUE,10706,161,824,11,Chicago International Airport,51,El Paso,2611
Domestic,4/1/2023,104,238827,ELP,Chicago International Airport,2470,ORD,741,398,8:25 AM,176,0,TRUE,1235,-1,10:21 AM,4/1/2023,Illinois,United States,4.5,El Paso,FALSE,Texas,United States,3.5,FALSE,19778,169,827,8,El Paso International Airport,57,Chicago,2716
Domestic,4/1/2023,99,232830,ATL,El Paso International Airport,2560,ELP,1016,452,8:25 AM,181,0,FALSE,1280,2,1:26 PM,4/1/2023,Texas,United States,3.5,Atlanta,FALSE,Georgia,United States,4.5,TRUE,11291,156,830,9,Hartsfield-Jackson Atlanta International Airport,48,El Paso,2054
Domestic,4/1/2023,86,235833,ELP,Hartsfield-Jackson Atlanta International Airport,2560,ATL,668,495,8:25 AM,181,0,TRUE,1280,-2,9:26 AM,4/1/2023,Georgia,United States,4.5,El Paso,FALSE,Texas,United States,3.5,FALSE,10990,159,833,9,El Paso International Airport,64,Atlanta,2875
Domestic,4/1/2023,91,238836,JFK,El Paso International Airport,3806,ELP,690,289,8:25 AM,256,0,FALSE,1903,2,2:41 PM,4/1/2023,Texas,United States,3.5,New York,FALSE,New York,United States,6,TRUE,16215,149,836,9,John F. Kennedy International Airport,49,El Paso,2963
Domestic,4/1/2023,101,232839,ELP,John F. Kennedy International Airport,3806,JFK,1062,329,8:25 AM,256,0,TRUE,1903,-2,10:41 AM,4/1/2023,New York,United States,6,El Paso,FALSE,Texas,United States,3.5,FALSE,12213,171,839,9,El Paso International Airport,61,New York,1443
Domestic,4/1/2023,92,235842,BOS,El Paso International Airport,4128,ELP,851,310,8:25 AM,275,0,FALSE,2064,2,3:00 PM,4/1/2023,Texas,United States,3.5,Boston,FALSE,Massachusetts,United States,3,TRUE,11994,155,842,8,Boston Logan International Airport,55,El Paso,2712
Domestic,4/1/2023,100,238845,ELP,Logan International Airport,4128,BOS,591,340,8:25 AM,275,0,TRUE,2064,2,3:00 PM,4/1/2023,Massachusetts,United States,3,El Paso,FALSE,Texas,United States,3.5,FALSE,15119,172,845,15,El Paso International Airport,57,Boston,3243
Domestic,4/1/2023,102,232848,LAS,El Paso International Airport,1164,ELP,754,478,8:25 AM,97,0,FALSE,582,-1,9:02 AM,4/1/2023,Texas,United States,3.5,Las Vegas,FALSE,Nevada,United States,3.5,TRUE,17071,158,848,12,Harry Reid International Airport,44,El Paso,1634
Domestic,4/1/2023,91,235851,ELP,Harry Reid International Airport,1164,LAS,868,352,8:25 AM,97,0,TRUE,582,1,11:02 AM,4/1/2023,Nevada,United States,3.5,El Paso,FALSE,Texas,United States,3.5,FALSE,16242,159,851,14,El Paso International Airport,54,Las Vegas,1834
International,4/2/2023,94,238854,LHR,El Paso International Airport,15444,ELP,5410,1039,8:25 AM,645,13,FALSE,5148,7,2:10 AM,4/1/2023,Texas,United States,3.5,London,TRUE,United Kingdom,England,5,TRUE,66329,149,854,10,Heathrow Airport,45,El Paso,8461
International,4/1/2023,96,232857,ELP,Heathrow Airport,15444,LHR,3370,1094,8:25 AM,645,13,FALSE,5148,-7,12:10 PM,4/1/2023,United Kingdom,England,5,El Paso,TRUE,Texas,United States,3.5,FALSE,72726,155,857,15,El Paso International Airport,44,London,9713
International,4/1/2023,93,235860,MEX,Abraham Gonzalez International Airport,2871,CJS,4243,804,8:25 AM,142,3,FALSE,957,1,11:47 AM,4/1/2023,Chihuahua,Mexico,2.5,Ciudad de Mexico,TRUE,Distrito Federal,Mexico,4.5,FALSE,71871,151,860,15,Aeropuerto Internacional Benito Juarez,43,Juarez,8901
International,4/1/2023,87,238863,CJS,Aeropuerto Internacional Benito Juarez,2871,MEX,3968,1242,8:25 AM,142,3,FALSE,957,-1,9:47 AM,4/1/2023,Distrito Federal,Mexico,4.5,Juarez,TRUE,Chihuahua,Mexico,2.5,FALSE,56292,155,863,13,Abraham Gonzalez International Airport,55,Ciudad de Mexico,11712
Domestic,4/1/2023,98,232866,LAX,Orlando International Airport,3854,ORL,663,268,8:25 AM,281,0,TRUE,1927,-3,10:06 AM,4/1/2023,Florida,United States,5,Los Angeles,FALSE,California,United States,4,TRUE,70024,173,866,14,Los Angeles International Airport,61,Orlando,2736
Domestic,4/1/2023,89,235869,ORL,Los Angeles International Airport,3854,LAX,952,178,8:25 AM,281,0,TRUE,1927,3,4:06 PM,4/1/2023,California,United States,4,Orlando,FALSE,Florida,United States,5,TRUE,71901,163,869,11,Orlando International Airport,63,Los Angeles,2110
Domestic,4/1/2023,97,238872,LAX,Logan International Airport,4538,BOS,877,137,8:25 AM,326,0,TRUE,2269,-3,10:51 AM,4/1/2023,Massachusetts,United States,3,Los Angeles,TRUE,California,United States,4,TRUE,51587,170,872,15,Los Angeles International Airport,58,Boston,3016
Domestic,4/1/2023,102,232875,BOS,Los Angeles International Airport,4538,LAX,636,496,8:25 AM,326,0,TRUE,2269,3,4:51 PM,4/1/2023,California,United States,4,Boston,TRUE,Massachusetts,United States,3,TRUE,51892,170,875,10,Boston Logan International Airport,58,Los Angeles,1450
